Animal_Type,Breed,Age_norm,Weight_norm,Duration_Days_norm,Body_Temperature_C_norm,Heart_Rate_norm,temp_deviation_norm,Appetite_Loss_bin,Vomiting_bin,Diarrhea_bin,Coughing_bin,Labored_Breathing_bin,Lameness_bin,Skin_Lesions_bin,Nasal_Discharge_bin,Eye_Discharge_bin,symptom_count,is_fever,high_heart_rate,Gender_bin,Breed_encoded,animal_Cat,animal_Cow,animal_Dog,animal_Goat,animal_Horse,animal_Pig,animal_Rabbit,animal_Sheep,Disease_Prediction,Disease_ID
Pig,Tamworth,0.2,0.1488,0.6667,1.0,0.1053,1.0,1,1,1,1,1,0,1,1,0,7,1,0,0,77,0,0,0,0,0,1,0,0,Swine Influenza,133
Pig,Yorkshire,0.1333,0.1704,0.1667,0.7778,0.4,0.7778,1,1,0,0,1,1,1,1,1,7,1,0,0,58,0,0,0,0,0,1,0,0,Swine Fever,131
Sheep,Dorper,0.1333,0.1392,0.5,0.3889,0.0842,0.3889,1,0,0,0,0,1,1,1,0,4,0,0,0,67,0,0,0,0,0,0,0,1,Foot-and-Mouth Disease,87
Dog,Chihuahua,0.1333,0.0396,0.0833,0.1667,0.6737,0.1667,1,1,0,0,1,0,0,1,1,5,0,1,0,14,0,0,1,0,0,0,0,0,Canine Distemper,24
Pig,Large White,0.2,0.1291,0.8333,0.6111,0.1158,0.6111,1,0,1,0,0,1,1,0,1,5,0,0,0,99,0,0,0,0,0,1,0,0,Actinobacillus Suis,1
Pig,Hampshire,0.2667,0.1272,0.8333,0.3889,0.3474,0.3889,1,1,0,0,0,1,1,0,1,5,0,0,0,108,0,0,0,0,0,1,0,0,African Swine Fever,2
Horse,Quarter Horse,0.8,0.6968,0.3333,0.5556,0.0842,0.5556,1,1,1,1,1,1,1,0,1,8,0,0,0,22,0,0,0,0,1,0,0,0,Equine Encephalomyelitis,52
Goat,Kiko,0.2667,0.1122,0.6667,0.1111,0.1895,0.1111,1,1,0,0,0,1,1,0,0,4,0,0,1,76,0,0,0,1,0,0,0,0,Caprine Arthritis Encephalitis,33
Pig,Tamworth,0.1333,0.1436,0.1667,0.3333,0.2421,0.3333,1,1,1,1,0,0,1,1,0,6,0,0,0,77,0,0,0,0,0,1,0,0,Swine Influenza,133
Sheep,Dorset,0.2,0.0906,0.8333,0.5,0.0947,0.5,1,1,0,1,0,0,0,0,0,3,0,0,1,101,0,0,0,0,0,0,0,1,Bluetongue Virus,9
Horse,Appaloosa,0.2667,0.5578,0.4167,0.8333,0.1053,0.8333,1,1,0,0,1,1,0,0,0,4,1,0,0,23,0,0,0,0,1,0,0,0,Equine Pneumonia,63
Cat,Siamese,0.4,0.0079,0.4167,0.2778,0.8316,0.2778,1,1,0,1,1,0,1,0,0,5,0,1,1,1,1,0,0,0,0,0,0,0,Feline Panleukopenia,78
Cow,Jersey,0.1333,0.6198,0.0,0.5,0.1684,0.5,1,0,1,0,1,1,1,1,1,7,0,0,1,9,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Dog,Chihuahua,0.3333,0.0331,0.0,0.8889,0.6105,0.8889,1,0,1,1,0,1,1,0,1,6,1,1,1,14,0,0,1,0,0,0,0,0,Gastroenteritis,90
Cat,Maine Coon,0.0667,0.0039,0.5,0.8333,0.8526,0.8333,1,0,1,0,1,0,1,0,0,4,1,1,1,7,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Horse,Clydesdale,0.4,0.7118,1.0,0.0,0.1368,0.0,1,1,0,1,1,0,1,1,1,7,0,0,0,17,0,0,0,0,1,0,0,0,Equine Encephalomyelitis,52
Dog,Yorkshire Terrier,0.1333,0.0012,0.8333,0.6667,0.4737,0.6667,1,1,0,1,0,1,1,1,0,6,1,0,1,117,0,0,1,0,0,0,0,0,Canine Leptospirosis,30
Cow,Guernsey,0.4,0.7122,0.0833,0.3333,0.0737,0.3333,1,1,0,1,0,1,0,0,0,4,0,0,0,36,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Rabbit,Flemish Giant,0.0667,0.0,0.1667,0.3889,0.5789,0.3889,1,0,1,1,0,0,0,0,0,3,0,1,0,66,0,0,0,0,0,0,1,0,Rabbit Syphilis,119
Dog,Beagle,0.1333,0.0249,0.0833,0.5556,0.5579,0.5556,1,0,1,0,1,0,1,0,0,4,0,1,1,3,0,0,1,0,0,0,0,0,Canine Leptospirosis,30
Pig,Tamworth,0.3333,0.143,0.6667,0.1667,0.2526,0.1667,1,0,1,1,0,0,1,1,0,5,0,0,1,77,0,0,0,0,0,1,0,0,African Swine Fever,2
Horse,Clydesdale,0.5333,0.6031,0.25,0.8333,0.2632,0.8333,1,0,0,1,0,1,1,0,1,5,1,0,0,17,0,0,0,0,1,0,0,0,Equine Encephalomyelitis,52
Sheep,Suffolk,0.2,0.0754,0.6667,0.0556,0.0737,0.0556,1,0,0,0,0,1,0,0,1,3,0,0,0,60,0,0,0,0,0,0,0,1,Blue Tongue Virus,7
Cow,Hereford,0.2,0.8716,0.8333,0.7778,0.2,0.7778,1,0,0,0,1,0,1,1,1,5,1,0,0,13,0,1,0,0,0,0,0,0,Mastitis,105
Cat,Maine Coon,0.0667,0.0024,0.0,0.8889,0.7895,0.8889,1,1,1,0,0,0,0,1,1,5,1,1,0,7,1,0,0,0,0,0,0,0,Pancreatitis,107
Pig,Landrace,0.0667,0.1675,0.5,0.2778,0.1368,0.2778,1,0,0,0,1,0,1,0,0,3,0,0,1,88,0,0,0,0,0,1,0,0,African Swine Fever,2
Horse,Clydesdale,0.4,0.6106,0.6667,0.7222,0.2,0.7222,0,1,0,0,0,1,1,1,1,5,1,0,1,17,0,0,0,0,1,0,0,0,Equine Protozoal Myeloencephalitis,64
Pig,Pietrain,0.1333,0.1458,0.6667,0.1111,0.1053,0.1111,0,0,1,0,0,0,1,0,1,3,0,0,0,113,0,0,0,0,0,1,0,0,Swine Fever,131
Pig,Tamworth,0.2667,0.1435,0.4167,0.7778,0.1263,0.7778,1,0,0,0,1,0,0,1,0,3,1,0,1,77,0,0,0,0,0,1,0,0,Porcine Respiratory Disease Complex,116
Horse,Morgan,0.5333,1.0,0.5833,0.2222,0.0632,0.2222,1,1,0,0,1,1,1,0,0,5,0,0,0,29,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Horse,Clydesdale,0.5333,0.9054,0.8333,0.5556,0.2316,0.5556,1,0,0,1,1,0,0,1,0,4,0,0,1,17,0,0,0,0,1,0,0,0,Equine Influenza Virus,56
Cat,Abyssinian,0.2,0.0039,0.25,0.8333,0.8947,0.8333,1,0,1,0,0,1,0,1,1,5,1,1,0,26,1,0,0,0,0,0,0,0,Feline Respiratory Disease Complex,81
Rabbit,English Angora,0.0667,0.0011,0.5,0.2222,0.6842,0.2222,1,0,0,1,1,1,0,1,0,5,0,1,1,69,0,0,0,0,0,0,1,0,Pasteurellosis,110
Sheep,Suffolk,0.1333,0.1307,0.4167,0.7222,0.0316,0.7222,1,1,1,1,0,0,1,0,1,6,1,0,1,60,0,0,0,0,0,0,0,1,Contagious Ecthyma,44
Goat,Saanen,0.1333,0.0821,0.0833,0.7222,0.1474,0.7222,0,1,0,0,1,1,0,0,0,3,1,0,1,96,0,0,0,1,0,0,0,0,Caseous Lymphadenitis,38
Sheep,Corriedale,0.2667,0.1187,0.4167,0.5556,0.1368,0.5556,1,0,1,1,0,0,0,0,0,3,0,0,0,107,0,0,0,0,0,0,0,1,Maedi-Visna,104
Sheep,Romney,0.2,0.1067,0.1667,1.0,0.0421,1.0,1,0,0,1,1,1,1,1,0,6,1,0,0,75,0,0,0,0,0,0,0,1,Blue Tongue Virus,7
Pig,Large White,0.1333,0.1698,1.0,0.8333,0.2737,0.8333,1,0,0,1,1,1,1,1,0,6,1,0,1,99,0,0,0,0,0,1,0,0,African Swine Fever,2
Goat,Angora,0.0667,0.0636,0.5833,0.3889,0.1684,0.3889,0,1,1,1,1,0,0,0,1,5,0,0,1,104,0,0,0,1,0,0,0,0,Caprine Viral Arthritis,37
Cat,Siamese,0.0,0.0027,0.25,0.9444,0.8105,0.9444,0,1,0,1,1,1,1,0,0,5,1,1,1,1,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Goat,Toggenburg,0.2667,0.0748,0.0,0.9444,0.1158,0.9444,1,0,0,1,0,0,0,1,1,4,1,0,1,71,0,0,0,1,0,0,0,0,Foot-and-Mouth Disease,87
Pig,Tamworth,0.1333,0.1562,0.1667,0.4444,0.2105,0.4444,1,0,1,1,1,1,0,0,0,5,0,0,0,77,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Horse,Morgan,0.2,0.6111,0.4167,0.2778,0.4526,0.2778,1,0,0,1,0,1,1,1,0,5,0,0,0,29,0,0,0,0,1,0,0,0,Equine Arthritis,49
Cow,Charolais,0.4667,0.7449,0.0,0.0,0.0632,0.0,1,0,1,0,0,0,0,0,1,3,0,0,0,86,0,1,0,0,0,0,0,0,Coccidiosis,41
Rabbit,Himalayan,0.0,0.0,0.6667,0.0,0.7368,0.0,1,1,1,1,1,1,1,0,0,7,0,1,1,74,0,0,0,0,0,0,1,0,Rabbit Viral Hemorrhagic Disease,120
Dog,Rottweiler,0.2667,0.0012,1.0,0.2222,0.6211,0.2222,0,0,1,1,1,0,0,1,0,4,0,1,0,40,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Cow,Jersey,0.4,0.6742,0.4167,0.4444,0.0947,0.4444,1,0,0,1,1,1,0,0,1,5,0,0,0,9,0,1,0,0,0,0,0,0,Respiratory Syncytial Virus,122
Cat,Burmese,0.4,0.0038,0.8333,0.1667,0.6211,0.1667,1,1,1,0,0,0,1,0,0,4,0,1,1,64,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Dog,Chihuahua,0.0667,0.04,0.5,0.5,0.4737,0.5,1,0,1,1,0,0,1,0,0,4,0,0,1,14,0,0,1,0,0,0,0,0,Kennel Cough,100
Dog,Chihuahua,0.2667,0.0273,0.25,1.0,0.6421,1.0,1,1,0,0,0,1,1,1,1,6,1,1,0,14,0,0,1,0,0,0,0,0,Heartworm Disease,95
Cow,Jersey,0.2,0.6314,0.0833,0.1111,0.1368,0.1111,1,1,0,1,0,0,1,1,1,6,0,0,1,9,0,1,0,0,0,0,0,0,Johne's Disease,99
Sheep,Cheviot,0.2667,0.1448,0.0,0.0,0.1368,0.0,1,0,0,0,0,1,1,0,0,3,0,0,1,70,0,0,0,0,0,0,0,1,Foot-and-Mouth Disease,87
Cat,Siberian,0.1333,0.0072,0.6667,0.2222,0.8105,0.2222,1,1,0,1,0,1,0,1,1,6,0,1,1,41,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Horse,Shetland Pony,0.4667,0.687,0.4167,0.8889,0.1053,0.8889,1,0,1,1,1,1,0,1,0,6,1,0,1,78,0,0,0,0,1,0,0,0,Equine Influenza,55
Cat,Persian,0.0667,0.0041,0.1667,0.9444,0.7368,0.9444,1,0,1,0,0,1,1,0,1,5,1,1,0,4,1,0,0,0,0,0,0,0,Feline Respiratory Disease Complex,81
Cat,Ragdoll,0.2667,0.0068,0.8333,0.5556,0.7579,0.5556,1,0,1,1,1,0,1,0,0,5,0,1,0,15,1,0,0,0,0,0,0,0,Feline Infectious Peritonitis,75
Cow,Holstein,0.2,0.751,0.4167,0.5556,0.1263,0.5556,1,1,1,1,0,1,0,0,1,6,0,0,1,2,0,1,0,0,0,0,0,0,Bovine Pneumonia,17
Horse,Thoroughbred,0.3333,0.6097,0.0833,0.2222,0.2842,0.2222,1,1,1,1,0,1,0,1,0,6,0,0,1,5,0,0,0,0,1,0,0,0,Equine Herpesvirus,53
Pig,Poland China,0.0667,0.1161,0.8333,1.0,0.2105,1.0,1,1,0,1,1,1,0,1,1,7,1,0,1,82,0,0,0,0,0,1,0,0,Swine Influenza,133
Cat,Siamese,0.1333,0.0075,0.8333,0.7222,0.7579,0.7222,1,1,1,1,0,1,1,0,0,6,1,1,1,1,1,0,0,0,0,0,0,0,Feline Upper Respiratory Infection,84
Horse,Appaloosa,0.6667,0.6551,0.5833,0.1667,0.0105,0.1667,1,1,0,0,1,0,1,1,0,5,0,0,0,23,0,0,0,0,1,0,0,0,Equine Encephalomyelitis,52
Cat,Abyssinian,0.2667,0.0062,0.3333,0.3333,0.7263,0.3333,1,0,1,1,0,0,1,1,1,6,0,1,0,26,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Rabbit,Holland Lop,0.0,0.0,0.1667,0.2778,0.7895,0.2778,1,0,0,1,1,1,0,1,1,6,0,1,1,55,0,0,0,0,0,0,1,0,Ringworm,123
Cat,Persian,0.0667,0.0069,0.4167,0.6667,0.8737,0.6667,1,1,0,1,1,0,1,0,0,5,1,1,1,4,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Cat,Bengal,0.3333,0.0024,0.8333,1.0,0.6842,1.0,1,1,0,0,0,0,0,0,0,2,1,1,0,11,1,0,0,0,0,0,0,0,Feline Panleukopenia,78
Rabbit,English Angora,0.0667,0.0004,0.0,0.5,0.8,0.5,1,1,1,1,1,0,0,1,0,6,0,1,0,69,0,0,0,0,0,0,1,0,Myxomatosis,106
Pig,Berkshire,0.0667,0.1396,0.1667,0.0556,0.1053,0.0556,1,0,0,1,1,0,0,0,1,4,0,0,0,72,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Goat,Alpine,0.4667,0.0673,0.1667,0.0,0.1158,0.0,1,0,0,1,1,0,1,1,1,6,0,0,1,61,0,0,0,1,0,0,0,0,Pneumonia,111
Dog,Beagle,0.1333,0.0238,0.6667,0.2778,0.5579,0.2778,0,1,0,1,1,1,1,0,0,5,0,1,1,3,0,0,1,0,0,0,0,0,Distemper,47
Horse,Thoroughbred,0.4,0.8817,0.6667,0.0,0.0421,0.0,0,0,0,1,1,1,0,0,0,3,0,0,1,5,0,0,0,0,1,0,0,0,Equine West Nile Virus,67
Sheep,Suffolk,0.2,0.1158,0.4167,0.1111,0.0,0.1111,1,1,1,1,1,1,1,0,0,7,0,0,0,60,0,0,0,0,0,0,0,1,Scrapie,125
Pig,Chester White,0.2667,0.1411,0.8333,0.7778,0.2842,0.7778,1,1,0,1,0,1,0,0,0,4,1,0,0,119,0,0,0,0,0,1,0,0,Porcine Epidemic Diarrhea,113
Cat,Maine Coon,0.0,0.0053,0.0833,0.2222,0.6316,0.2222,1,0,1,1,1,0,1,1,0,6,0,1,1,7,1,0,0,0,0,0,0,0,Feline Leukemia Virus,77
Sheep,Tunis,0.2,0.098,0.8333,1.0,0.2,1.0,0,0,0,1,0,0,1,1,1,4,1,0,0,111,0,0,0,0,0,0,0,1,Scrapie,125
Cat,Persian,0.3333,0.0024,1.0,0.4444,0.8,0.4444,1,1,1,1,0,1,1,0,0,6,0,1,1,4,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Sheep,Blackface,0.1333,0.116,0.4167,0.0,0.1579,0.0,1,0,0,1,1,1,1,1,1,7,0,0,0,115,0,0,0,0,0,0,0,1,Foot and Mouth Disease,86
Pig,Tamworth,0.1333,0.124,0.6667,0.0,0.2632,0.0,1,1,0,1,0,1,1,0,1,6,0,0,0,77,0,0,0,0,0,1,0,0,African Swine Fever,2
Goat,Boer,0.2667,0.0984,1.0,0.6111,0.1053,0.6111,1,1,1,0,0,1,0,0,1,5,0,0,0,57,0,0,0,1,0,0,0,0,Coccidiosis,41
Dog,Poodle,0.2,0.0345,1.0,0.6111,0.5263,0.6111,0,1,0,1,0,1,1,0,1,5,0,0,0,10,0,0,1,0,0,0,0,0,Canine Hepatitis,27
Pig,Berkshire,0.0667,0.1355,0.5833,0.8889,0.1053,0.8889,1,0,1,1,0,1,1,0,1,6,1,0,1,72,0,0,0,0,0,1,0,0,Porcine Epidemic Diarrhea Virus,114
Horse,Arabian,0.4667,0.4986,1.0,0.7778,0.1263,0.7778,0,1,1,0,1,1,1,1,0,6,1,0,0,12,0,0,0,0,1,0,0,0,Equine Lyme Disease,59
Pig,Large White,0.1333,0.139,0.25,0.3333,0.2105,0.3333,1,0,0,0,1,1,0,1,0,4,0,0,1,99,0,0,0,0,0,1,0,0,Swine Influenza,133
Cow,Simmental,0.2667,0.6729,0.0833,0.0,0.1684,0.0,1,1,1,0,0,1,1,0,1,6,0,0,0,39,0,1,0,0,0,0,0,0,Bovine Pneumonia,17
Rabbit,Himalayan,0.0,0.0015,0.1667,0.3889,0.9579,0.3889,1,1,0,1,0,0,1,0,0,4,0,1,1,74,0,0,0,0,0,0,1,0,Rabbit Hemorrhagic Disease,118
Dog,Poodle,0.2667,0.022,0.1667,0.4444,0.5053,0.4444,0,0,0,1,1,0,0,0,0,2,0,0,0,10,0,0,1,0,0,0,0,0,Kennel Cough,100
Horse,Thoroughbred,0.5333,0.7448,0.8333,0.0556,0.0105,0.0556,1,1,0,1,0,0,0,0,0,3,0,0,0,5,0,0,0,0,1,0,0,0,Equine Leptospirosis,58
Goat,Saanen,0.2667,0.1042,0.4167,0.1667,0.2211,0.1667,0,0,1,1,1,0,0,1,0,4,0,0,1,96,0,0,0,1,0,0,0,0,Caprine Respiratory Disease,36
Goat,Toggenburg,0.3333,0.0918,0.8333,0.7222,0.1053,0.7222,1,0,0,1,1,0,0,1,0,4,1,0,0,71,0,0,0,1,0,0,0,0,Caprine Pleuropneumonia,35
Horse,Clydesdale,0.3333,0.4161,0.0833,0.0,0.3158,0.0,1,1,0,1,1,1,0,1,0,6,0,0,0,17,0,0,0,0,1,0,0,0,Equine Cushing's Disease,50
Horse,Clydesdale,0.4,0.4468,0.3333,0.1667,0.0,0.1667,1,1,1,1,1,1,1,0,1,8,0,0,0,17,0,0,0,0,1,0,0,0,Equine Viral Arteritis,66
Sheep,Finnsheep,0.2667,0.0956,0.25,0.1667,0.0947,0.1667,1,1,0,0,1,1,0,1,0,5,0,0,0,95,0,0,0,0,0,0,0,1,Bluetongue,8
Sheep,Leicester Longwool,0.2,0.1061,0.0833,0.2778,0.1158,0.2778,1,1,0,0,1,0,1,1,1,6,0,0,0,97,0,0,0,0,0,0,0,1,Scrapie,125
Dog,Bulldog,0.2667,0.0233,0.4167,0.3889,0.5263,0.3889,1,1,1,1,1,1,1,1,0,8,0,0,0,8,0,0,1,0,0,0,0,0,Kennel Cough,100
Sheep,Suffolk,0.3333,0.0754,0.25,0.3333,0.0737,0.3333,1,1,0,1,1,0,1,0,1,6,0,0,0,60,0,0,0,0,0,0,0,1,Bluetongue,8
Cow,Jersey,0.2667,0.6763,0.3333,0.1111,0.1263,0.1111,1,1,1,1,0,1,0,0,1,6,0,0,0,9,0,1,0,0,0,0,0,0,Mastitis,105
Cat,Maine Coon,0.2,0.0091,0.8333,0.0,0.6632,0.0,0,0,1,0,0,1,0,1,0,3,0,1,0,7,1,0,0,0,0,0,0,0,Feline Viral Rhinotracheitis,85
Cow,Holstein,0.2667,0.7045,0.25,0.8889,0.2105,0.8889,1,1,0,0,0,1,1,0,1,5,1,0,0,2,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Cat,Ragdoll,0.4,0.0039,0.6667,0.3889,0.7579,0.3889,1,0,0,1,1,0,0,0,0,3,0,1,1,15,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Cow,Holstein,0.4667,0.7509,1.0,0.9444,0.1684,0.9444,0,1,0,0,1,1,1,0,1,5,1,0,0,2,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Horse,Arabian,0.6667,0.7106,0.5,0.5556,0.2526,0.5556,1,1,1,0,0,1,0,1,0,5,0,0,1,12,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Rabbit,English Angora,0.0,0.0013,1.0,0.5556,0.9368,0.5556,1,0,1,1,0,1,1,1,1,7,0,1,0,69,0,0,0,0,0,0,1,0,Rabbit Hemorrhagic Disease,118
Rabbit,Himalayan,0.0667,0.0,0.1667,0.1111,0.7579,0.1111,0,1,0,1,1,0,0,1,1,5,0,1,0,74,0,0,0,0,0,0,1,0,Pneumonia,111
Cow,Angus,0.2667,0.727,0.6667,0.4444,0.1579,0.4444,1,1,1,1,1,1,1,1,1,9,0,0,1,19,0,1,0,0,0,0,0,0,Bovine Respiratory Syncytial Virus,20
Pig,Berkshire,0.2,0.124,0.5,0.8333,0.2842,0.8333,1,1,0,1,0,0,0,1,1,5,1,0,1,72,0,0,0,0,0,1,0,0,Actinobacillus Suis,1
Cat,Bengal,0.1333,0.0055,0.8333,0.8333,0.8526,0.8333,1,0,0,1,1,1,1,1,0,6,1,1,0,11,1,0,0,0,0,0,0,0,Feline Immunodeficiency Virus,74
Dog,Poodle,0.2,0.0337,0.5833,0.5556,0.4,0.5556,1,1,0,1,1,0,0,0,1,5,0,0,1,10,0,0,1,0,0,0,0,0,Gastroenteritis,90
Rabbit,Himalayan,0.0667,0.0008,1.0,0.6111,0.8316,0.6111,1,0,1,0,0,1,1,1,1,6,0,1,0,74,0,0,0,0,0,0,1,0,Rabbit Viral Hemorrhagic Disease,120
Sheep,Karakul,0.2667,0.1353,0.3333,0.3333,0.1158,0.3333,1,1,1,1,0,0,1,1,1,7,0,0,1,103,0,0,0,0,0,0,0,1,Foot-and-Mouth Disease,87
Horse,Morgan,0.6,0.8588,0.5833,0.7222,0.2632,0.7222,1,1,1,1,0,0,0,0,1,5,1,0,0,29,0,0,0,0,1,0,0,0,Equine Protozoal Myeloencephalitis,64
Pig,Pietrain,0.1333,0.1318,0.8333,0.1667,0.4,0.1667,1,0,1,1,1,0,1,1,0,6,0,0,0,113,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Sheep,Suffolk,0.2,0.126,1.0,0.9444,0.2,0.9444,1,0,1,1,1,0,1,1,0,6,1,0,0,60,0,0,0,0,0,0,0,1,Bluetongue Virus,9
Dog,Bulldog,0.3333,0.0373,0.3333,0.1111,0.5895,0.1111,1,1,0,1,1,0,0,1,0,5,0,1,0,8,0,0,1,0,0,0,0,0,Canine Distemper,24
Goat,Boer,0.1333,0.1015,0.3333,0.0556,0.1789,0.0556,1,1,0,1,1,1,1,1,0,7,0,0,1,57,0,0,0,1,0,0,0,0,Pneumonia,111
Rabbit,Himalayan,0.1333,0.0012,0.3333,0.6667,0.7895,0.6667,1,0,0,1,1,0,0,0,1,4,1,1,1,74,0,0,0,0,0,0,1,0,Pasteurellosis,110
Cow,Guernsey,0.1333,0.6578,0.4167,0.6111,0.1053,0.6111,1,1,1,1,1,0,1,0,0,6,0,0,0,36,0,1,0,0,0,0,0,0,Bovine Leukemia Virus,14
Rabbit,English Angora,0.0667,0.0015,0.5833,0.2778,0.8947,0.2778,1,1,0,1,0,1,1,0,0,5,0,1,1,69,0,0,0,0,0,0,1,0,Rabbit Hemorrhagic Disease,118
Goat,Nigerian Dwarf,0.1333,0.0988,0.3333,0.0556,0.2105,0.0556,1,0,1,0,1,1,0,1,1,6,0,0,1,98,0,0,0,1,0,0,0,0,Pneumonia,111
Rabbit,Mini Rex,0.0,0.0006,0.5,0.5556,0.7579,0.5556,1,1,1,0,0,0,1,0,0,4,0,1,0,59,0,0,0,0,0,0,1,0,Pasteurellosis,110
Rabbit,Mini Rex,0.0,0.0,0.4167,0.5,0.6947,0.5,1,0,1,0,0,1,0,0,1,4,0,1,1,59,0,0,0,0,0,0,1,0,Myxomatosis,106
Dog,Labrador,0.2667,0.0058,0.5,0.8889,0.5579,0.8889,1,1,1,0,0,0,1,1,0,5,1,1,0,0,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Dog,Dalmatian,0.1333,0.0326,0.8333,0.3333,0.3684,0.3333,1,1,0,1,1,1,1,0,1,7,0,0,0,49,0,0,1,0,0,0,0,0,Kennel Cough,100
Pig,Large White,0.1333,0.1438,0.4167,0.5556,0.2421,0.5556,1,1,0,1,1,0,1,1,0,6,0,0,1,99,0,0,0,0,0,1,0,0,Swine Flu,132
Dog,Beagle,0.0667,0.022,0.0833,0.7222,0.5053,0.7222,1,0,0,1,1,0,0,1,0,4,1,0,0,3,0,0,1,0,0,0,0,0,Canine Leptospirosis,30
Cat,Scottish Fold,0.1333,0.006,0.0,0.8333,0.6737,0.8333,1,0,0,0,1,0,0,1,0,3,1,1,1,38,1,0,0,0,0,0,0,0,Feline Rhinotracheitis,83
Horse,Shetland Pony,0.4667,0.4483,0.0833,0.8333,0.1579,0.8333,1,0,0,0,1,1,1,0,1,5,1,0,0,78,0,0,0,0,1,0,0,0,Equine West Nile Virus,67
Pig,Landrace,0.2,0.1269,0.4167,0.3333,0.3053,0.3333,1,1,1,1,0,0,1,1,0,6,0,0,0,88,0,0,0,0,0,1,0,0,Swine Dysentery,129
Goat,Saanen,0.2667,0.0636,0.4167,0.2222,0.2211,0.2222,1,0,0,1,1,1,0,0,0,4,0,0,0,96,0,0,0,1,0,0,0,0,Coccidiosis,41
Pig,Large White,0.1333,0.1253,0.8333,0.6111,0.3895,0.6111,1,1,1,0,1,0,1,1,1,7,0,0,0,99,0,0,0,0,0,1,0,0,Swine Influenza,133
Cow,Ayrshire,0.0667,0.5756,0.1667,0.6111,0.0211,0.6111,1,1,0,1,0,1,1,1,0,6,0,0,0,102,0,1,0,0,0,0,0,0,Bovine Respiratory Disease,18
Sheep,Blackface,0.2,0.1146,0.3333,0.5556,0.1053,0.5556,1,0,0,1,1,1,0,1,0,5,0,0,0,115,0,0,0,0,0,0,0,1,Maedi-Visna,104
Cow,Ayrshire,0.2,0.7982,0.0833,0.3889,0.0526,0.3889,1,1,0,0,0,1,0,1,0,4,0,0,0,102,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Cow,Angus,0.4,0.7084,0.0833,1.0,0.0526,1.0,1,0,1,1,1,0,1,0,1,6,1,0,0,19,0,1,0,0,0,0,0,0,Bovine Tuberculosis,21
Horse,Tennessee Walking Horse,0.4667,0.8297,0.8333,0.2778,0.2526,0.2778,1,0,1,1,0,0,0,0,1,4,0,0,1,105,0,0,0,0,1,0,0,0,Equine Infectious Anemia,54
Dog,Poodle,0.0,0.036,1.0,0.8889,0.4842,0.8889,1,0,0,1,1,1,1,0,0,5,1,0,1,10,0,0,1,0,0,0,0,0,Canine Parvovirus,31
Rabbit,English Lop,0.0667,0.0015,0.4167,0.0556,0.9474,0.0556,1,1,0,1,0,1,0,1,1,6,0,1,1,114,0,0,0,0,0,0,1,0,Rabbit Syphilis,119
Sheep,Romney,0.4,0.1264,1.0,0.8333,0.0526,0.8333,1,1,0,1,1,0,0,1,1,6,1,0,0,75,0,0,0,0,0,0,0,1,Footrot,88
Pig,Landrace,0.2667,0.1174,0.0833,0.1111,0.2632,0.1111,1,0,0,0,0,1,0,1,1,4,0,0,0,88,0,0,0,0,0,1,0,0,Porcine Epidemic Diarrhea,113
Pig,Tamworth,0.0667,0.1225,0.0833,0.1111,0.1579,0.1111,1,1,1,1,0,1,0,1,0,6,0,0,0,77,0,0,0,0,0,1,0,0,Actinobacillus Pleuropneumonia,0
Rabbit,Himalayan,0.0,0.0016,0.6667,0.0556,0.7684,0.0556,1,0,0,0,1,1,1,0,0,4,0,1,0,74,0,0,0,0,0,0,1,0,Rabbit Calicivirus,117
Dog,Poodle,0.0667,0.0113,0.6667,0.1111,0.6737,0.1111,1,1,1,1,0,1,1,0,1,7,0,1,1,10,0,0,1,0,0,0,0,0,Leptospirosis,102
Cat,Siberian,0.3333,0.0064,0.6667,0.7222,0.6421,0.7222,0,0,0,1,1,0,0,0,0,2,1,1,0,41,1,0,0,0,0,0,0,0,Feline Calicivirus,69
Sheep,Romney,0.4,0.1205,0.1667,0.7222,0.0526,0.7222,1,0,1,1,1,0,1,0,1,6,1,0,0,75,0,0,0,0,0,0,0,1,Scrapie Disease,126
