Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Dog,Chihuahua,5,Female,26.1,Fever,Reduced Appetite,Vomiting,Labored Breathing,1 week,Yes,No,Yes,Yes,No,No,No,No,Yes,39.6°C,121,Canine Parvovirus
Cow,Shorthorn,5,Female,462.5,Decreased Milk Yield,Swollen Legs,Fever,Reduced Mobility,3 days,Yes,No,Yes,Yes,Yes,No,No,No,Yes,38.5°C,83,Bovine Tuberculosis
Pig,Landrace,2,Male,114.8,Reduced Mobility,Nasal Discharge,Sneezing,Decreased Milk Yield,6 days,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,38.8°C,104,Porcine Epidemic Diarrhea
Pig,Tamworth,6,Female,121.1,Appetite Loss,Diarrhea,Swollen Joints,Fever,2 weeks,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,40.1°C,88,Swine Flu
Dog,Rottweiler,1,Female,25.2,Eye Discharge,No,Reduced Wool Growth,Coughing,9 days,Yes,No,Yes,Yes,No,No,No,No,Yes,39.5°C,122,Kennel Cough
Dog,Golden Retriever,4,Male,22.2,Lethargy,Swollen Legs,Skin Lesions,Decreased Milk Yield,4 days,Yes,Yes,No,No,No,Yes,Yes,No,No,38.5°C,127,Kennel Cough
Pig,Landrace,6,Female,155.7,Nasal Discharge,Weight Loss,Swollen Joints,Coughing,12 days,Yes,Yes,No,Yes,Yes,No,No,No,No,39.4°C,104,Actinobacillus Suis
Cow,Guernsey,5,Male,631.5,Lameness,Sneezing,Reduced Mobility,Reduced Wool Production,6 days,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,38.8°C,76,Bovine Mastitis
Cat,Sphynx,4,Male,4.7,Dehydration,Labored Breathing,Weight Loss,Reduced Appetite,8 days,Yes,No,No,Yes,No,Yes,Yes,No,No,40.0°C,143,Feline Rhinotracheitis
Cow,Angus,8,Female,636.8,Swollen Joints,Skin Lesions,Dehydration,Reduced Wool Production,2 days,Yes,Yes,Yes,Yes,No,No,Yes,No,No,38.7°C,72,Bovine Parainfluenza
Cow,Holstein,3,Male,558.0,Loss of Appetite,Lameness,Skin Lesions,Labored Breathing,2 weeks,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,39.8°C,78,Bovine Johne's Disease
Dog,Chihuahua,8,Female,8.0,Labored Breathing,Lethargy,Swollen Legs,Sneezing,8 days,Yes,Yes,No,No,No,No,No,Yes,No,40.2°C,132,Canine Parvovirus
Dog,Poodle,4,Female,14.5,Sneezing,Appetite Loss,Decreased Milk Yield,Eye Discharge,10 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,39.3°C,131,Canine Leptospirosis
Cat,Ragdoll,4,Female,5.0,Reduced Milk Production,Nasal Discharge,Labored Breathing,Eye Discharge,6 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,39.9°C,159,Upper Respiratory Infection
Sheep,Border Leicester,3,Female,81.4,Skin Lesions,Sneezing,Swollen Legs,Reduced Appetite,2 weeks,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,38.4°C,73,Footrot
Pig,Pietrain,5,Male,100.0,Reduced Appetite,Reduced Wool Growth,No,Lameness,1 week,Yes,Yes,No,No,Yes,No,Yes,No,Yes,39.0°C,85,Swine Erysipelas
Cow,Hereford,4,Female,450.0,Vomiting,Reduced Appetite,Nasal Discharge,Loss of Appetite,9 days,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,39.0°C,79,Mastitis
Cat,Maine Coon,5,Female,7.9,Loss of Appetite,Swollen Legs,Dehydration,Coughing,1 week,Yes,Yes,No,Yes,No,No,No,Yes,Yes,39.3°C,147,Feline Calicivirus
Cow,Jersey,3,Female,582.4,No,Reduced Wool Growth,Lethargy,Reduced Milk Production,6 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,38.9°C,82,Bovine Johne's Disease
Dog,Bulldog,6,Female,21.6,Vomiting,Dehydration,Sneezing,Swelling,8 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39.2°C,110,Lyme Disease
Sheep,Rambouillet,5,Female,99.0,Swollen Joints,Skin Lesions,Swollen Legs,Nasal Discharge,7 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,40.2°C,87,Foot and Mouth Disease
Horse,Morgan,8,Female,476.8,No,Diarrhea,Reduced Wool Production,Fever,6 days,No,Yes,No,No,No,Yes,Yes,Yes,No,39.9°C,94,Equine Infectious Anemia
Horse,Arabian,8,Female,566.6,Swollen Joints,Nasal Discharge,Weight Loss,Skin Lesions,5 days,Yes,No,Yes,No,Yes,No,No,No,No,39.6°C,87,Equine Encephalomyelitis
Cat,Ragdoll,5,Male,3.8,Lethargy,Reduced Milk Production,No,Skin Lesions,12 days,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39.1°C,155,Feline Asthma
Cow,Guernsey,5,Male,605.7,Reduced Appetite,Loss of Appetite,Vomiting,Swelling,4 days,Yes,No,Yes,No,No,No,No,Yes,Yes,38.7°C,75,Bovine Respiratory Syncytial Virus
Sheep,Cheviot,6,Female,86.0,Swollen Legs,Appetite Loss,Sneezing,Diarrhea,1 week,Yes,Yes,No,Yes,No,No,No,No,No,39.5°C,91,Bluetongue
Pig,Landrace,6,Male,106.5,Reduced Wool Production,Sneezing,Fever,Dehydration,6 days,No,Yes,Yes,Yes,Yes,No,Yes,No,No,39.3°C,95,Actinobacillus Pleuropneumonia
Rabbit,Mini Rex,2,Male,1.0,Swollen Legs,Fever,Weight Loss,Reduced Mobility,10 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,40.0°C,144,Enteritis
Pig,Landrace,3,Male,128.9,Sneezing,Swollen Joints,Reduced Mobility,Nasal Discharge,2 weeks,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,38.4°C,100,Actinobacillus Pleuropneumonia
Dog,Bulldog,5,Male,22.8,Dehydration,Eye Discharge,Nasal Discharge,Reduced Milk Production,6 days,Yes,Yes,No,Yes,Yes,No,No,No,No,38.8°C,110,Canine Heartworm Disease
Goat,Boer,2,Male,108.8,Decreased Milk Yield,Nasal Discharge,Lethargy,Coughing,4 days,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,39.2°C,82,Foot-and-Mouth Disease
Cat,Persian,3,Female,7.7,Labored Breathing,Reduced Wool Growth,Diarrhea,Swollen Joints,2 days,Yes,Yes,No,No,Yes,No,Yes,No,No,38.8°C,151,Upper Respiratory Infection
Horse,Clydesdale,9,Male,648.7,Coughing,Fever,Sneezing,Diarrhea,3 days,No,Yes,Yes,Yes,No,Yes,No,No,No,39.9°C,77,Equine Pneumonia
Cow,Guernsey,5,Female,592.4,Reduced Milk Production,No,Decreased Milk Yield,Appetite Loss,3 days,Yes,Yes,No,No,No,Yes,Yes,No,No,39.3°C,83,Bovine Respiratory Syncytial Virus
Sheep,Blackface,4,Male,74.3,Dehydration,Skin Lesions,Lameness,No,1 week,Yes,Yes,Yes,No,No,Yes,Yes,No,No,38.7°C,77,Scrapie Disease
Dog,Poodle,6,Male,36.9,Vomiting,Swollen Joints,Eye Discharge,Sneezing,12 days,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,39.9°C,114,Canine Parvovirus
Dog,Labrador Retriever,6,Female,20.7,Skin Lesions,Reduced Mobility,Dehydration,No,4 days,Yes,Yes,No,No,No,No,No,No,No,39.4°C,129,Canine Parvovirus
Goat,Kiko,5,Female,63.8,Swollen Joints,Swollen Legs,Skin Lesions,Nasal Discharge,9 days,No,Yes,No,Yes,No,No,No,Yes,No,38.6°C,81,Giardiasis
Cow,Holstein,6,Female,623.3,Labored Breathing,Loss of Appetite,Coughing,Swollen Legs,2 days,Yes,Yes,Yes,Yes,Yes,No,No,No,No,40.1°C,79,Mastitis
Cow,Holstein,6,Male,650.2,Weight Loss,Swelling,Fever,Vomiting,8 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,38.5°C,81,Bovine Johne's Disease
Horse,Appaloosa,9,Male,646.1,Fever,Sneezing,No,Reduced Mobility,2 days,Yes,No,No,No,No,Yes,No,Yes,Yes,39.3°C,108,Equine Viral Arteritis
Goat,Alpine,5,Female,96.1,Loss of Appetite,Coughing,Weight Loss,Nasal Discharge,4 days,Yes,Yes,Yes,No,Yes,No,No,No,Yes,39.9°C,80,Caprine Arthritis Encephalitis
Pig,Tamworth,2,Female,141.0,Skin Lesions,Reduced Mobility,Sneezing,Swelling,3 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,40.1°C,101,Swine Influenza
Horse,Standardbred,7,Male,519.7,Nasal Discharge,Reduced Appetite,Reduced Mobility,Loss of Appetite,12 days,Yes,No,Yes,Yes,Yes,No,No,Yes,No,38.4°C,102,Equine West Nile Virus
Pig,Landrace,4,Male,104.9,Reduced Wool Production,Diarrhea,Swollen Joints,Fever,1 week,Yes,Yes,Yes,Yes,No,No,No,No,No,39.5°C,99,Swine Flu
Pig,Landrace,4,Female,123.9,Swollen Legs,No,Labored Breathing,Reduced Milk Production,1 week,Yes,No,Yes,Yes,No,No,Yes,No,No,38.4°C,99,Swine Dysentery
Cat,Maine Coon,7,Male,5.1,Reduced Wool Production,Weight Loss,Eye Discharge,Swollen Joints,3 days,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,39.2°C,140,Panleukopenia
Horse,Clydesdale,7,Male,388.3,Weight Loss,Lameness,Vomiting,Fever,8 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,38.7°C,89,Equine Influenza
Pig,Hampshire,5,Male,103.1,Skin Lesions,Dehydration,Coughing,Reduced Milk Production,12 days,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,38.7°C,80,Swine Influenza
Cow,Jersey,3,Male,688.2,Reduced Mobility,Weight Loss,Diarrhea,Swelling,8 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,40.2°C,70,Bovine Mastitis
Cat,Bengal,5,Female,9.1,Appetite Loss,Skin Lesions,Swelling,Swollen Legs,12 days,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,39.8°C,140,Feline Rhinotracheitis
Cow,Red Poll,4,Male,654.8,Swollen Legs,Labored Breathing,Swelling,Lethargy,10 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,39.1°C,90,Bovine Respiratory Disease
Horse,Arabian,9,Female,810.1,Appetite Loss,Loss of Appetite,Swelling,Fever,2 weeks,Yes,No,No,Yes,Yes,Yes,No,No,Yes,39.3°C,79,Equine Influenza
Sheep,Karakul,4,Female,113.5,Sneezing,Reduced Appetite,Diarrhea,Loss of Appetite,1 week,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,39.7°C,76,Contagious Abortion
Cow,Holstein,6,Male,695.4,Nasal Discharge,Vomiting,Decreased Milk Yield,Diarrhea,4 days,Yes,Yes,Yes,Yes,No,No,No,No,Yes,39.4°C,83,Bovine Respiratory Disease
Cat,Bengal,6,Female,5.5,Coughing,No,Fever,Swollen Legs,2 days,No,Yes,No,Yes,Yes,No,No,No,Yes,38.7°C,139,Upper Respiratory Infection
Cow,Simmental,5,Male,571.3,Weight Loss,Coughing,Reduced Milk Production,Lethargy,10 days,No,Yes,No,Yes,No,Yes,No,No,Yes,39.2°C,87,Bovine Respiratory Disease
Horse,Arabian,6,Male,462.6,Lethargy,Swelling,Reduced Mobility,Coughing,3 days,Yes,Yes,Yes,No,No,Yes,Yes,No,No,39.1°C,85,Equine Influenza
Rabbit,English Spot,1,Female,1.8,Weight Loss,Eye Discharge,Reduced Appetite,Loss of Appetite,10 days,Yes,Yes,No,No,Yes,No,Yes,No,Yes,39.5°C,165,Rabbit Hemorrhagic Disease
Horse,Thoroughbred,12,Male,443.4,Fever,Reduced Appetite,Labored Breathing,Reduced Mobility,1 week,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,39.3°C,94,Equine Influenza
Rabbit,Mini Rex,1,Female,3.2,Swelling,Loss of Appetite,Coughing,Vomiting,10 days,Yes,No,No,No,Yes,Yes,Yes,No,No,39.3°C,141,Pasteurellosis
Dog,Poodle,6,Female,18.8,Reduced Mobility,Reduced Wool Growth,Appetite Loss,Reduced Wool Production,3 days,Yes,Yes,No,No,No,No,Yes,Yes,Yes,38.8°C,117,Gastroenteritis
Cow,Jersey,3,Female,620.3,Sneezing,Loss of Appetite,Reduced Wool Production,Diarrhea,5 days,Yes,No,Yes,Yes,No,Yes,No,No,Yes,39.1°C,86,Bovine Influenza
Pig,Tamworth,2,Male,107.9,Lethargy,Coughing,Reduced Wool Production,Loss of Appetite,3 days,Yes,Yes,Yes,Yes,No,No,No,No,Yes,39.9°C,108,Swine Dysentery
Cow,Holstein,7,Male,529.7,Skin Lesions,Nasal Discharge,Coughing,Swollen Legs,7 days,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,39.4°C,77,Bovine Mastitis
Cat,Maine Coon,4,Male,7.4,Swollen Legs,No,Reduced Appetite,Appetite Loss,3 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,38.7°C,146,Feline Infectious Peritonitis
Pig,Tamworth,3,Female,114.6,Dehydration,Coughing,Skin Lesions,Appetite Loss,7 days,Yes,No,No,Yes,Yes,Yes,No,No,Yes,39.4°C,84,Porcine Reproductive and Respiratory Syndrome
Dog,Labrador,6,Male,25.5,Labored Breathing,Lethargy,Fever,Reduced Milk Production,5 days,Yes,No,No,Yes,Yes,No,Yes,No,Yes,39.1°C,119,Canine Parvovirus
Cow,Brahman,6,Male,682.5,Swollen Legs,Eye Discharge,Vomiting,No,5 days,Yes,No,No,No,Yes,No,Yes,No,Yes,38.8°C,80,Bovine Tuberculosis
Horse,Thoroughbred,9,Male,531.4,Fever,Lameness,Loss of Appetite,Reduced Wool Production,12 days,Yes,Yes,No,Yes,Yes,No,No,No,Yes,39.4°C,70,Equine Infectious Anemia
Cat,Scottish Fold,4,Male,4.0,Coughing,Eye Discharge,Appetite Loss,Lameness,5 days,Yes,Yes,Yes,No,Yes,No,No,No,No,38.9°C,159,Conjunctivitis
Horse,Arabian,7,Female,665.5,Nasal Discharge,Skin Lesions,Weight Loss,Reduced Wool Growth,3 days,Yes,No,No,No,Yes,Yes,Yes,Yes,No,39.6°C,101,Equine Encephalomyelitis
Cow,Ayrshire,7,Male,650.9,Fever,Coughing,Labored Breathing,Swelling,12 days,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,39.4°C,78,Tuberculosis
Horse,Arabian,12,Male,753.3,Reduced Mobility,Sneezing,Swollen Joints,Appetite Loss,1 week,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.5°C,72,Degenerative Joint Disease
Dog,Bulldog,3,Male,17.9,Reduced Wool Production,Reduced Appetite,No,Weight Loss,2 weeks,Yes,No,Yes,No,No,No,Yes,No,No,40.0°C,124,Canine Infectious Hepatitis
Cow,Jersey,3,Male,623.9,Decreased Milk Yield,Loss of Appetite,Nasal Discharge,Swollen Legs,7 days,No,Yes,No,No,No,No,Yes,Yes,Yes,39.4°C,81,Bovine Tuberculosis
Rabbit,English Angora,2,Female,1.3,Decreased Milk Yield,Skin Lesions,Fever,Diarrhea,4 days,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40.1°C,134,Rabbit Hemorrhagic Disease
Sheep,Cheviot,5,Male,111.1,Diarrhea,Swelling,Appetite Loss,Weight Loss,9 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,38.4°C,77,Contagious Abortion
Pig,Berkshire,4,Male,129.3,Reduced Wool Growth,Lethargy,Labored Breathing,Fever,12 days,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,39.8°C,95,Swine Influenza
Dog,Poodle,4,Male,29.5,Lameness,Reduced Wool Production,Nasal Discharge,Swelling,6 days,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,39.6°C,102,Parvovirus
Goat,Boer,2,Male,77.0,Swollen Legs,Sneezing,Skin Lesions,No,1 week,Yes,Yes,No,No,Yes,Yes,Yes,No,No,40.2°C,80,Coccidiosis
Cat,Persian,3,Female,3.4,Reduced Wool Growth,Fever,Reduced Wool Production,Reduced Mobility,2 days,No,Yes,No,No,No,No,No,No,Yes,40.1°C,139,Feline Asthma
Horse,Arabian,6,Male,568.0,Sneezing,Skin Lesions,Weight Loss,Reduced Wool Production,3 days,No,Yes,Yes,No,Yes,No,Yes,No,Yes,38.8°C,94,Equine Rhinopneumonitis
Goat,Boer,4,Male,71.7,Dehydration,Nasal Discharge,Sneezing,No,7 days,Yes,No,No,No,Yes,No,Yes,Yes,No,40.1°C,84,Pneumonia
Cat,Siamese,7,Female,8.1,Reduced Appetite,Loss of Appetite,Swollen Joints,No,9 days,Yes,Yes,Yes,No,No,No,Yes,No,No,38.7°C,147,Feline Upper Respiratory Infection
Rabbit,Dutch,3,Male,1.0,Nasal Discharge,Labored Breathing,Eye Discharge,Swollen Joints,12 days,Yes,No,Yes,Yes,No,No,No,No,Yes,40.2°C,153,Rabbit Calicivirus
Cow,Jersey,5,Female,558.4,Reduced Appetite,Reduced Wool Growth,Swollen Legs,Fever,8 days,Yes,No,Yes,Yes,No,Yes,No,No,No,39.8°C,91,Bovine Parainfluenza
Horse,Thoroughbred,4,Male,445.4,Diarrhea,Dehydration,No,Weight Loss,3 days,No,No,No,No,Yes,No,Yes,No,No,39.2°C,78,Equine Influenza Virus
Dog,Beagle,1,Male,2.0,Lethargy,Weight Loss,Dehydration,Swollen Legs,3 days,Yes,No,Yes,Yes,No,No,Yes,No,No,39.2°C,125,Canine Infectious Hepatitis
Dog,Border Collie,7,Female,20.4,No,Diarrhea,Swelling,Sneezing,2 weeks,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,38.8°C,127,Canine Distemper
Cat,Sphynx,5,Female,3.0,Lethargy,Reduced Wool Growth,Nasal Discharge,Loss of Appetite,7 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,38.7°C,141,Upper Respiratory Infection
Cow,Holstein,2,Female,632.4,Reduced Mobility,Swollen Legs,Appetite Loss,Reduced Wool Production,6 days,Yes,No,No,Yes,No,Yes,No,No,Yes,39.6°C,72,Bovine Coccidiosis
Pig,Poland China,3,Female,105.4,Swollen Legs,Nasal Discharge,Fever,Decreased Milk Yield,10 days,Yes,Yes,Yes,No,Yes,No,No,Yes,No,39.2°C,99,African Swine Fever
Cat,Maine Coon,2,Female,4.4,Diarrhea,Nasal Discharge,Decreased Milk Yield,Lethargy,2 weeks,Yes,No,No,Yes,Yes,Yes,No,No,No,38.4°C,148,Feline Leukemia
Dog,Rottweiler,4,Female,38.9,Reduced Wool Growth,Fever,Diarrhea,Swelling,3 days,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,38.4°C,111,Gastroenteritis
Dog,Yorkshire Terrier,5,Male,19.2,Labored Breathing,Swelling,Reduced Mobility,Loss of Appetite,2 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,40.1°C,118,Kennel Cough
Cow,Simmental,2,Female,645.9,Fever,Labored Breathing,Diarrhea,No,6 days,Yes,Yes,Yes,Yes,No,No,No,No,Yes,39.3°C,71,Mastitis
Cat,Ragdoll,3,Male,10.3,Lethargy,Swelling,Skin Lesions,Dehydration,2 days,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,39.8°C,146,Feline Renal Disease
Goat,Alpine,2,Male,93.7,Reduced Milk Production,Reduced Appetite,Diarrhea,Reduced Wool Production,9 days,Yes,Yes,No,No,Yes,No,No,Yes,No,38.4°C,90,Caprine Arthritis Encephalitis
Sheep,Blackface,6,Female,121.3,Reduced Wool Growth,Loss of Appetite,Coughing,Sneezing,7 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.0°C,77,Foot-and-Mouth Disease
Horse,Mustang,5,Female,542.5,Reduced Appetite,Weight Loss,Vomiting,Reduced Mobility,8 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.1°C,72,Equine Herpesvirus
Goat,Toggenburg,3,Female,71.8,Diarrhea,Fever,Dehydration,Reduced Milk Production,12 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.0°C,87,Caprine Respiratory Disease
Goat,Kiko,5,Male,86.5,Swollen Joints,Vomiting,Reduced Appetite,Nasal Discharge,7 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,39.8°C,82,Caprine Arthritis Encephalitis
Rabbit,English Angora,2,Male,1.5,Diarrhea,Skin Lesions,Lethargy,Reduced Wool Production,10 days,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,39.6°C,161,Pasteurellosis
Goat,Boer,3,Male,81.5,Vomiting,Reduced Milk Production,Reduced Wool Production,Weight Loss,4 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39.6°C,82,Goat Pox
Dog,Rottweiler,7,Male,24.8,Fever,Reduced Milk Production,Diarrhea,Nasal Discharge,9 days,Yes,Yes,No,No,Yes,No,Yes,No,No,39.9°C,118,Kennel Cough
Dog,Golden Retriever,2,Female,27.8,Loss of Appetite,No,Nasal Discharge,Lethargy,7 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,39.8°C,126,Canine Distemper
Dog,Golden Retriever,8,Female,24.5,Reduced Wool Production,Lameness,Swollen Joints,Appetite Loss,1 week,Yes,Yes,No,Yes,Yes,No,No,No,Yes,38.9°C,126,Canine Parvovirus
Horse,Shire,15,Male,535.3,Reduced Wool Production,Coughing,Swollen Legs,Lethargy,5 days,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,39.0°C,100,Equine Rhinopneumonitis
Pig,Berkshire,4,Male,136.3,Skin Lesions,Loss of Appetite,Appetite Loss,Vomiting,8 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,40.1°C,93,Swine Influenza
Cat,Bengal,5,Female,8.1,Swelling,Sneezing,Reduced Appetite,Reduced Mobility,5 days,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,38.5°C,127,Feline Infectious Peritonitis
Cow,Ayrshire,5,Male,597.6,Swollen Legs,Lethargy,Loss of Appetite,Reduced Wool Growth,10 days,Yes,No,No,No,No,Yes,Yes,Yes,Yes,38.7°C,83,Bovine Tuberculosis
Goat,Nubian,3,Female,91.0,Reduced Appetite,Weight Loss,Reduced Mobility,Coughing,9 days,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,38.4°C,87,Pneumonia
Goat,Alpine,4,Male,75.4,Swollen Legs,Sneezing,Reduced Appetite,Nasal Discharge,8 days,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,38.8°C,80,Goat Pox
Dog,Bulldog,2,Female,26.7,Labored Breathing,Lethargy,Reduced Milk Production,Diarrhea,3 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.9°C,117,Kennel Cough
Goat,Nubian,3,Male,90.0,Reduced Milk Production,Diarrhea,Lameness,Appetite Loss,5 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,38.7°C,89,Foot-and-Mouth Disease
Cow,Jersey,6,Male,564.5,Fever,Swollen Joints,Labored Breathing,Reduced Wool Growth,12 days,Yes,No,Yes,No,Yes,Yes,No,No,No,39.8°C,90,Bovine Respiratory Syncytial Virus
Dog,Beagle,4,Male,16.0,Swollen Legs,Weight Loss,Diarrhea,Appetite Loss,12 days,Yes,No,Yes,No,No,No,No,No,No,39.1°C,122,Canine Flu
Cow,Angus,5,Female,554.3,Lethargy,Fever,Vomiting,Skin Lesions,9 days,Yes,Yes,Yes,No,No,No,Yes,No,No,39.0°C,83,Bovine Tuberculosis
Cat,Abyssinian,7,Female,5.6,Swollen Legs,Eye Discharge,Lethargy,Coughing,7 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.0°C,139,Feline Leukemia
Rabbit,Mini Rex,3,Male,1.5,Labored Breathing,Reduced Wool Growth,No,Decreased Milk Yield,9 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,39.4°C,130,Myxomatosis
Horse,Thoroughbred,15,Female,777.6,Sneezing,Fever,Appetite Loss,Vomiting,1 week,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,84,Equine Metabolic Syndrome
Dog,Poodle,4,Female,17.4,Reduced Wool Growth,Swelling,Weight Loss,Swollen Legs,2 weeks,No,Yes,No,No,No,Yes,Yes,Yes,Yes,39.8°C,112,Parvovirus
Cow,Jersey,4,Male,666.4,Reduced Milk Production,No,Labored Breathing,Lameness,2 weeks,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,38.7°C,94,Bovine Respiratory Disease
Cat,Bengal,3,Female,3.0,Reduced Milk Production,Reduced Mobility,Appetite Loss,Swollen Joints,2 days,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,38.6°C,139,Feline Leukemia
Pig,Landrace,4,Male,126.6,Vomiting,Weight Loss,Decreased Milk Yield,Swelling,8 days,Yes,Yes,No,No,No,Yes,Yes,Yes,No,39.9°C,88,Swine Influenza
Cow,Jersey,6,Male,666.0,No,Fever,Skin Lesions,Weight Loss,4 days,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,40.0°C,70,Bovine Coccidiosis
Cow,Aberdeen Angus,5,Female,681.0,Swelling,Vomiting,Reduced Wool Production,Sneezing,7 days,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,39.0°C,76,Bovine Johne's Disease
Goat,LaMancha,4,Male,70.6,Swelling,Reduced Wool Growth,Reduced Appetite,Skin Lesions,5 days,Yes,Yes,No,No,No,No,No,Yes,No,40.1°C,85,Pneumonia
Goat,Kiko,5,Female,92.9,Appetite Loss,Reduced Wool Growth,Vomiting,Weight Loss,2 weeks,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.7°C,86,Caprine Arthritis Encephalitis
Dog,Cocker Spaniel,4,Male,27.1,Vomiting,Weight Loss,No,Appetite Loss,5 days,Yes,No,Yes,Yes,Yes,No,No,No,Yes,40.1°C,119,Kennel Cough
Cow,Jersey,4,Female,667.9,No,Sneezing,Fever,Diarrhea,1 week,Yes,Yes,No,Yes,No,No,Yes,No,No,38.9°C,77,Bovine Tuberculosis
Rabbit,Himalayan,2,Female,1.0,Skin Lesions,Swelling,Loss of Appetite,Fever,9 days,Yes,No,Yes,Yes,Yes,Yes,No,No,No,39.1°C,164,Rabbit Hemorrhagic Disease
Cow,Dexter,5,Female,532.3,Swollen Joints,Diarrhea,Coughing,Fever,2 weeks,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,39.1°C,81,Johne's Disease
Dog,Bulldog,3,Female,21.7,Eye Discharge,Sneezing,Reduced Milk Production,Loss of Appetite,2 weeks,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,38.6°C,117,Bordetella Infection
Cat,Siberian,7,Female,3.7,Reduced Wool Production,Dehydration,Fever,Decreased Milk Yield,6 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,38.4°C,148,Feline Immunodeficiency Virus
Dog,Beagle,5,Male,37.9,Eye Discharge,Diarrhea,Appetite Loss,Swelling,9 days,No,Yes,No,No,No,No,Yes,Yes,No,40.0°C,123,Canine Distemper
Dog,Chihuahua,10,Male,22.3,Swelling,Nasal Discharge,Sneezing,Lameness,8 days,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,39.0°C,127,Canine Parvovirus
Dog,Poodle,4,Female,23.1,No,Reduced Milk Production,Skin Lesions,Swollen Joints,2 weeks,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,39.9°C,126,Bordetella Infection
